university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,wikidata_entity,wikidata_country,award,city_id,country_id,region_id,research_output_id
National Dong Hwa University,2021,1001,,https://www.topuniversities.com/universities/national-dong-hwa-university,Taiwan,Hualien City,Asia,https://www.topuniversities.com/sites/default/files/national-dong-hwa-university_1991_small.jpg,Public,Very High,17.0,804,M,563,http://www.wikidata.org/entity/Q11194540,http://www.wikidata.org/entity/Q865,2021:1001,CityHualienCityTaiwan,CountryTaiwan,RegionAsia,VeryHigh
National Taiwan Ocean University,2021,1001,,https://www.topuniversities.com/universities/national-taiwan-ocean-university,Taiwan,Keelung City,Asia,https://www.topuniversities.com/sites/default/files/national-taiwan-ocean-university_592560cf2aeae70239af5249_small.jpg,Public,Very High,14.0,551,M,560,http://www.wikidata.org/entity/Q6978829,http://www.wikidata.org/entity/Q865,2021:1001,CityKeelungCityTaiwan,CountryTaiwan,RegionAsia,VeryHigh
National University of Kyiv-Mohyla Academy (NaUKMA),2021,1001,,https://www.topuniversities.com/universities/national-university-kyiv-mohyla-academy-naukma,Ukraine,,Europe,https://www.topuniversities.com/sites/default/files/national-university-of-kyiv-mohyla-academy-naukma_592560cf2aeae70239af5ab1_small.jpg,Public,High,8.0,33,S,544,http://www.wikidata.org/entity/Q1133013,http://www.wikidata.org/entity/Q212,2021:1001,CityUkraine,CountryUkraine,RegionEurope,High
North-West University,2021,1001,,https://www.topuniversities.com/universities/north-west-university,South Africa,Potchefstroom,Africa,https://www.topuniversities.com/sites/default/files/north-west-university_592560cf2aeae70239af4f48_small.jpg,Public,Very High,20.0,"1,016",XL,"1,659",http://www.wikidata.org/entity/Q1998811,http://www.wikidata.org/entity/Q258,2021:1001,CityPotchefstroomSouthAfrica,CountrySouthAfrica,RegionAfrica,VeryHigh
Northern Arizona University,2021,1001,,https://www.topuniversities.com/universities/northern-arizona-university,United States,Flagstaff,North America,https://www.topuniversities.com/sites/default/files/northern-arizona-university_592560cf2aeae70239af51a1_small.jpg,Public,High,22.0,"1,162",L,"1,158",http://www.wikidata.org/entity/Q139901,http://www.wikidata.org/entity/Q30,2021:1001,CityFlagstaffUnitedStates,CountryUnitedStates,RegionNorthAmerica,High
Panjab University,2021,1001,,https://www.topuniversities.com/universities/panjab-university,India,Chandigarh,Asia,https://www.topuniversities.com/sites/default/files/panjab-university_592560cf2aeae70239af4e1c_small.jpg,Public,Very High,17.0,43,L,"1,048",http://www.wikidata.org/entity/Q567899,http://www.wikidata.org/entity/Q668,2021:1001,CityChandigarhIndia,CountryIndia,RegionAsia,VeryHigh
S. Toraighyrov Pavlodar State University,2021,1001,,https://www.topuniversities.com/universities/s-toraighyrov-pavlodar-state-university,Kazakhstan,Pavlodar,Asia,https://www.topuniversities.com/sites/default/files/s.-toraighyrov-pavlodar-state-university-_592560cf2aeae70239af565f_small.jpg,Public,Medium,14.0,16,M,566,http://www.wikidata.org/entity/Q2324530,http://www.wikidata.org/entity/Q232,2021:1001,CityPavlodarKazakhstan,CountryKazakhstan,RegionAsia,Medium
Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),2021,1001,,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-grande-do-sul-pucrs,Brazil,Porto Alegre,Latin America,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-rio-grande-do-sul-pucrs_592560cf2aeae70239af548e_small.jpg,Private,High,23.0,147,L,725,http://www.wikidata.org/entity/Q600634,http://www.wikidata.org/entity/Q155,2021:1001,CityPortoAlegreBrazil,CountryBrazil,RegionLatinAmerica,High
Rikkyo University,2021,1001,,https://www.topuniversities.com/universities/rikkyo-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/rikkyo-university_592560cf2aeae70239af5233_small.jpg,Private,High,17.0,"1,318",L,"1,236",http://www.wikidata.org/entity/Q1143235,http://www.wikidata.org/entity/Q17,2021:1001,CityTokyoJapan,CountryJapan,RegionAsia,High
Russian State University for the Humanities ,2021,1001,,https://www.topuniversities.com/universities/russian-state-university-humanities,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/russian-state-university-for-the-humanities-_592560cf2aeae70239af594b_small.jpg,Public,High,13.0,475,M,781,http://www.wikidata.org/entity/Q2631070,http://www.wikidata.org/entity/Q159,2021:1001,CityMoscowRussia,CountryRussia,RegionEurope,High
Saken Seifullin Kazakh Agrotechnical University,2021,1001,,https://www.topuniversities.com/universities/saken-seifullin-kazakh-agrotechnical-university,Kazakhstan,Nur-Sultan,Asia,https://www.topuniversities.com/sites/default/files/saken-seifullin-kazakh-agrotechnical-university_592560cf2aeae70239af5801_small.jpg,Private,Medium,14.0,611,L,882,http://www.wikidata.org/entity/Q4208086,http://www.wikidata.org/entity/Q232,2021:1001,CityNur-SultanKazakhstan,CountryKazakhstan,RegionAsia,Medium
Scuola Normale Superiore,2021,,,https://www.topuniversities.com/universities/scuola-normale-superiore,Italy,Pisa,Europe,https://www.topuniversities.com/sites/default/files/scuola-normale-superiore-di-pisa_25824_small.jpg,,Very High,4.0,69,S,150,http://www.wikidata.org/entity/Q672416,http://www.wikidata.org/entity/Q38,,CityPisaItaly,CountryItaly,RegionEurope,VeryHigh
Sant'Anna - Scuola Universitaria Superiore Pisa,2021,,,https://www.topuniversities.com/universities/santanna-scuola-universitaria-superiore-pisa,Italy,Pisa,Europe,https://www.topuniversities.com/sites/default/files/santanna-scuola-universitaria-superiore-pisa_592560cf2aeae70239af4d74_small.jpg,,Very High,4.0,131,S,174,http://www.wikidata.org/entity/Q774609,http://www.wikidata.org/entity/Q38,,CityPisaItaly,CountryItaly,RegionEurope,VeryHigh
Seoul National University of Science and Technology,2021,1001,,https://www.topuniversities.com/universities/seoul-national-university-science-technology,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/seoul-national-university-of-science-and-technology_592560e09988f300e2320bcd_small.jpg,Public,Very High,17.0,722,M,652,http://www.wikidata.org/entity/Q482678,http://www.wikidata.org/entity/Q884,2021:1001,CitySeoulSouthKorea,CountrySouthKorea,RegionAsia,VeryHigh
Shahid Beheshti University (SBU),2021,1001,,https://www.topuniversities.com/universities/shahid-beheshti-university-sbu,"Iran, Islamic Republic of",Tehran,Asia,https://www.topuniversities.com/sites/default/files/shahid-beheshti-university-sbu_592560cf2aeae70239af4e58_small.jpg,Public,Very High,22.0,268,L,861,http://www.wikidata.org/entity/Q609586,http://www.wikidata.org/entity/Q794,2021:1001,"CityTehranIran,IslamicRepublicof","CountryIran,IslamicRepublicof",RegionAsia,VeryHigh
"Siberian Federal University, SibFU",2021,1001,,https://www.topuniversities.com/universities/siberian-federal-university-sibfu,Russia,Krasnoyarsk,Europe,https://www.topuniversities.com/sites/default/files/siberian-federal-university-sibfu_592560df9988f300e2320a65_small.jpg,Public,Very High,9.0,"1,193",M,"1,081",http://www.wikidata.org/entity/Q2382644,http://www.wikidata.org/entity/Q159,2021:1001,CityKrasnoyarskRussia,CountryRussia,RegionEurope,VeryHigh
"St George's, University of London",2021,,,https://www.topuniversities.com/universities/st-georges-university-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/st-georges-university-of-london_1657_small.jpg,Public,Very High,,,S,381,http://www.wikidata.org/entity/Q772421,http://www.wikidata.org/entity/Q145,,CityLondonUnitedKingdom,CountryUnitedKingdom,RegionEurope,VeryHigh
Saint-Petersburg Mining University,2021,1001,,https://www.topuniversities.com/universities/saint-petersburg-mining-university,Russia,St. Petersburg,Europe,https://www.topuniversities.com/sites/default/files/saint-petersburg-mining-university_15265_small.png,Public,Very High,6.0,869,M,"1,363",http://www.wikidata.org/entity/Q2495829,http://www.wikidata.org/entity/Q159,2021:1001,CitySt.PetersburgRussia,CountryRussia,RegionEurope,VeryHigh
Stockholm School of Economics,2021,,,https://www.topuniversities.com/universities/stockholm-school-economics,Sweden,,Europe,https://www.topuniversities.com/sites/default/files/stockholm-school-of-economics_576_small.jpg,Private,Very High,,,S,,http://www.wikidata.org/entity/Q1061504,http://www.wikidata.org/entity/Q34,,CitySweden,CountrySweden,RegionEurope,VeryHigh
Suranaree University of Technology ,2021,1001,,https://www.topuniversities.com/universities/suranaree-university-technology,Thailand,Nakhon Ratchasima ,Asia,https://www.topuniversities.com/sites/default/files/suranaree-university-of-technology-_592560cf2aeae70239af4f2f_small.jpg,Public,High,27.0,167,L,518,http://www.wikidata.org/entity/Q670307,http://www.wikidata.org/entity/Q869,2021:1001,CityNakhonRatchasimaThailand,CountryThailand,RegionAsia,High
Tamkang University,2021,1001,,https://www.topuniversities.com/universities/tamkang-university,Taiwan,New Taipei City,Asia,https://www.topuniversities.com/sites/default/files/tamkang-university_592560cf2aeae70239af5247_small.jpg,Private,Very High,26.0,"1,883",L,888,http://www.wikidata.org/entity/Q5952880,http://www.wikidata.org/entity/Q865,2021:1001,CityNewTaipeiCityTaiwan,CountryTaiwan,RegionAsia,VeryHigh
Technical University of Cluj-Napoca,2021,1001,,https://www.topuniversities.com/universities/technical-university-cluj-napoca,Romania,,Europe,https://www.topuniversities.com/sites/default/files/technical-university-of-cluj-napoca_592560e59988f300e2321b43_small.jpg,Public,Very High,18.0,471,L,"1,032",http://www.wikidata.org/entity/Q729296,http://www.wikidata.org/entity/Q218,2021:1001,CityRomania,CountryRomania,RegionEurope,VeryHigh
VSB - Technical University of Ostrava,2021,1001,,https://www.topuniversities.com/universities/vsb-technical-university-ostrava,Czech Republic,Ostrava,Europe,https://www.topuniversities.com/sites/default/files/vb-technical-university-of-ostrava_592560cf2aeae70239af5980_small.jpg,Public,Very High,9.0,"1,449",M,"1,123",http://www.wikidata.org/entity/Q1247543,http://www.wikidata.org/entity/Q213,2021:1001,CityOstravaCzechRepublic,CountryCzechRepublic,RegionEurope,VeryHigh
TELECOM Paris,2021,,,https://www.topuniversities.com/universities/telecom-paris,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/telecom-paris_592560cf2aeae70239af543f_small.jpg,,,,,,,http://www.wikidata.org/entity/Q2311820,http://www.wikidata.org/entity/Q142,,CityParisFrance,CountryFrance,RegionEurope,
Thapar Institute of Engineering & Technology,2021,1001,,https://www.topuniversities.com/universities/thapar-institute-engineering-technology,India,Patiala,Asia,https://www.topuniversities.com/sites/default/files/thapar-institute-of-engineering-and-technology-deemed-to-be-university_592560e59988f300e2321c69_small.jpg,Public,Very High,17.0,134,M,509,http://www.wikidata.org/entity/Q7710683,http://www.wikidata.org/entity/Q668,2021:1001,CityPatialaIndia,CountryIndia,RegionAsia,VeryHigh
"The ""Gheorghe Asachi"" Technical University of Iasi",2021,1001,,https://www.topuniversities.com/universities/gheorghe-asachi-technical-university-iasi,Romania,Iași,Europe,https://www.topuniversities.com/sites/default/files/the-gheorghe-asachi-technical-university-of-iasi_592560cf2aeae70239af52fc_small.jpg,Public,Very High,29.0,893,L,558,http://www.wikidata.org/entity/Q458666,http://www.wikidata.org/entity/Q218,2021:1001,CityIasiRomania,CountryRomania,RegionEurope,VeryHigh
The Hashemite University,2021,1001,,https://www.topuniversities.com/universities/hashemite-university,Jordan,Zarqa,Asia,https://www.topuniversities.com/sites/default/files/the-hashemite-university_592560cf2aeae70239af5943_small.jpg,Public,Medium,23.0,"1,187",L,834,http://www.wikidata.org/entity/Q2281564,http://www.wikidata.org/entity/Q810,2021:1001,CityZarqaJordan,CountryJordan,RegionAsia,Medium
Ton Duc Thang University,2021,1001,,https://www.topuniversities.com/universities/ton-duc-thang-university,Vietnam,Ho Chi Minh City,Asia,https://www.topuniversities.com/sites/default/files/ton-duc-thang-university_592560e19988f300e2320e3c_small.jpg,Private,Very High,18.0,378,L,"1,512",http://www.wikidata.org/entity/Q1457082,http://www.wikidata.org/entity/Q881,2021:1001,CityHoChiMinhCityVietnam,CountryVietnam,RegionAsia,VeryHigh
Tunghai University,2021,1001,,https://www.topuniversities.com/universities/tunghai-university,Taiwan,Taichung City,Asia,https://www.topuniversities.com/sites/default/files/tunghai-university_592560cf2aeae70239af5248_small.jpg,Private,High,20.0,"1,577",L,748,http://www.wikidata.org/entity/Q707948,http://www.wikidata.org/entity/Q865,2021:1001,CityTaichungCityTaiwan,CountryTaiwan,RegionAsia,High
Universidad Andrés Bello,2021,1001,,https://www.topuniversities.com/universities/universidad-andres-bello,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-andrs-bello_2576_small.jpg,Private,Medium,19.0,708,XL,"2,323",http://www.wikidata.org/entity/Q3348434,http://www.wikidata.org/entity/Q298,2021:1001,CitySantiagoChile,CountryChile,RegionLatinAmerica,Medium
Universidad Autónoma de Baja California,2021,1001,,https://www.topuniversities.com/universities/universidad-autonoma-de-baja-california,Mexico,Baja California,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-baja-california_592560cf2aeae70239af5138_small.jpg,Public,High,22.0,"1,825",XL,"2,962",http://www.wikidata.org/entity/Q4826824,http://www.wikidata.org/entity/Q96,2021:1001,CityBajaCaliforniaMexico,CountryMexico,RegionLatinAmerica,High
Universidad Autónoma de Chile,2021,1001,,https://www.topuniversities.com/universities/universidad-autonoma-de-chile,Chile,,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-chile_592560e09988f300e2320bc6_small.jpg,Private,High,17.0,149,L,"1,570",http://www.wikidata.org/entity/Q9091535,http://www.wikidata.org/entity/Q298,2021:1001,CityChile,CountryChile,RegionLatinAmerica,High
Universidad Autónoma de Nuevo León,2021,1001,,https://www.topuniversities.com/universities/universidad-autonoma-de-nuevo-leon,Mexico,San Nicolás de los Garza,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-nuevo-len_592560cf2aeae70239af5136_small.jpg,Public,High,27.0,478,XL,"4,552",http://www.wikidata.org/entity/Q29716,http://www.wikidata.org/entity/Q96,2021:1001,CitySanNicolasdelosGarzaMexico,CountryMexico,RegionLatinAmerica,High
Universidad Autónoma de Querétaro (UAQ),2021,1001,,https://www.topuniversities.com/universities/universidad-autonoma-de-queretaro-uaq,Mexico,Querétaro,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-quertaro-uaq_592560cf2aeae70239af54a4_small.jpg,Public,Medium,24.0,305,L,"1,056",http://www.wikidata.org/entity/Q2879544,http://www.wikidata.org/entity/Q96,2021:1001,CityQueretaroMexico,CountryMexico,RegionLatinAmerica,Medium
Universidad Autónoma de San Luis de Potosí,2021,1001,,https://www.topuniversities.com/universities/universidad-autonoma-de-san-luis-de-potosi,Mexico,San Luis Potosí,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-san-luis-de-potos_592560cf2aeae70239af54a5_small.jpg,Public,Medium,19.0,255,XL,"1,630",http://www.wikidata.org/entity/Q7894242,http://www.wikidata.org/entity/Q96,2021:1001,CitySanLuisPotosiMexico,CountryMexico,RegionLatinAmerica,Medium
Universidad Autonoma de Yucatan,2021,1001,,https://www.topuniversities.com/universities/universidad-autonoma-de-yucatan,Mexico,Mérida,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autonoma-de-yucatan_592560cf2aeae70239af513b_small.jpg,Public,High,20.0,45,L,807,http://www.wikidata.org/entity/Q2684607,http://www.wikidata.org/entity/Q96,2021:1001,CityMeridaMexico,CountryMexico,RegionLatinAmerica,High
Universidad Autónoma del Estado de Morelos (UAEM),2021,1001,,https://www.topuniversities.com/universities/universidad-autonoma-del-estado-de-morelos-uaem,Mexico,Cuernavaca,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-del-estado-de-morelos-uaem_592560cf2aeae70239af54ad_small.jpg,Public,Medium,11.0,88,L,"2,736",http://www.wikidata.org/entity/Q6156367,http://www.wikidata.org/entity/Q96,2021:1001,CityCuernavacaMexico,CountryMexico,RegionLatinAmerica,Medium
"Universidad Católica Boliviana ""San Pablo""",2021,1001,,https://www.topuniversities.com/universities/universidad-catolica-boliviana,Bolivia,La Paz,Latin America,https://www.topuniversities.com/sites/default/files/universidad-catlica-boliviana-_592560cf2aeae70239af561d_small.jpg,Private,Low,22.0,439,L,621,http://www.wikidata.org/entity/Q2495675,http://www.wikidata.org/entity/Q750,2021:1001,CityLaPazBolivia,CountryBolivia,RegionLatinAmerica,Low
Universidad Católica de Colombia ,2021,1001,,https://www.topuniversities.com/universities/universidad-catolica-de-colombia,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-catlica-de-colombia-_592560cf2aeae70239af54b3_small.jpg,Private,High,20.0,53,M,495,http://www.wikidata.org/entity/Q4005879,http://www.wikidata.org/entity/Q739,2021:1001,CityBogotaColombia,CountryColombia,RegionLatinAmerica,High
Católica de Córdoba,2021,1001,,https://www.topuniversities.com/universities/catholic-university-cordoba,Argentina,Córdoba,Latin America,https://www.topuniversities.com/sites/default/files/catholic-university-of-cordoba_592560cf2aeae70239af5899_small.jpg,Private,Low,13.0,387,M,"8,203",http://www.wikidata.org/entity/Q1736398,http://www.wikidata.org/entity/Q414,2021:1001,CityCordobaArgentina,CountryArgentina,RegionLatinAmerica,Low
